0043758	87	2199352035.a:2207096915_150	250	1.4e-12	3	65	4	59	0.7126436781609196
0038753	71	2199352035.a:2207096915_178	353	2.2e-09	2	70	276	343	0.9577464788732394
0035607	54	2199352035.a:2207096915_227	236	6.9e-10	2	52	180	228	0.9259259259259259
0045032	127	2199352035.a:2207096915_58	137	4.5e-28	1	125	4	131	0.9763779527559056
0035607	54	2199352035.a:2207096915_90	1371	2.7e-08	2	52	1315	1363	0.9259259259259259
0044030	41	2199352035.a:2207096915_97	287	3.6e-07	1	32	251	282	0.7560975609756098
0043758	87	2199352035.a:2207096916_109	258	8.6e-16	2	72	6	69	0.8045977011494253
0036286	54	2199352035.a:2207096916_126	302	3.2e-11	4	53	198	247	0.9074074074074074
0035607	54	2199352035.a:2207096916_126	302	2e-11	3	52	249	296	0.9074074074074074
0043758	87	2199352035.a:2207096916_127	255	5e-18	4	73	6	68	0.7931034482758621
0036955	59	2199352035.a:2207096917_37	339	3.2e-16	3	58	5	60	0.9322033898305084
0044258	100	2199352035.a:2207096918_4	119	5.7e-17	3	94	10	101	0.91
0036286	54	2199352035.a:2207102118_7	367	3.8e-08	20	53	272	305	0.6111111111111112
0035607	54	2199352035.a:2207102118_7	367	5.2e-09	8	51	312	353	0.7962962962962963
0036286	54	2199352035.a:2207102118_8	136	1.4e-05	17	45	87	115	0.5185185185185185
0043707	64	2199352035.a:2207106013_6	84	2.1e-11	3	61	19	78	0.90625
0039939	63	2199352035.a:2207106013_7	289	5.2e-05	13	51	15	53	0.6031746031746031
0035607	54	2199352035.a:2207106829_8	116	1e-09	3	53	9	59	0.9259259259259259
0035607	54	2199352035.a:2207106829_8	116	1.5e-08	3	52	61	108	0.9074074074074074
0040266	151	2199352035.a:2207108482_2	412	3.7e-05	26	119	27	122	0.6158940397350994
